ID,Title,"Tax Status"
10063,"Turquoise Bubble Ring",taxable
10064,"Turquoise Bubble Ring",taxable
10065,"Turquoise Bubble Ring",taxable
10066,"Turquoise Bubble Ring",taxable
10067,".2ctw Diamond Martini Studs",taxable
10068,".2ctw Diamond Martini Studs",taxable
10069,".2ctw Diamond Martini Studs",taxable
10070,".3ctw Diamond Martini Studs",taxable
10071,".3ctw Diamond Martini Studs",taxable
10072,".3ctw Diamond Martini Studs",taxable
10073,"Teal Sapphire Martini Studs",taxable
10074,"Teal Sapphire Martini Studs",taxable
10075,"Teal Sapphire Martini Studs",taxable
10076,"Green Sapphire Martini Studs",taxable
10077,"Green Sapphire Martini Studs",taxable
10078,"Green Sapphire Martini Studs",taxable
10079,".5ctw Diamond Martini Studs",taxable
10080,".5ctw Diamond Martini Studs",taxable
10081,".5ctw Diamond Martini Studs",taxable
10082,"1.0ctw Lab Grown Diamond Martini Studs",taxable
10083,"1.0ctw Lab Grown Diamond Martini Studs",taxable
10084,"1.0ctw Lab Grown Diamond Martini Studs",taxable
10085,"2.0ctw Lab Grown Diamond Martini Studs",taxable
10086,"2.0ctw Lab Grown Diamond Martini Studs",taxable
10087,"2.0ctw Lab Grown Diamond Martini Studs",taxable
10088,"2.6ctw Lab Grown Diamond Martini Studs",taxable
10089,"2.6ctw Lab Grown Diamond Martini Studs",taxable
10090,"2.6ctw Lab Grown Diamond Martini Studs",taxable
10091,"Turquoise Bubble Studs",taxable
10092,"Turquoise Bubble Studs",taxable
10093,"Turquoise Bubble Studs",taxable
10094,"Claw Diamond Studs",taxable
10095,"Claw Diamond Studs",taxable
10096,"Claw Diamond Studs",taxable
10097,"Chalcedony Dagger Studs",taxable
10098,"Chalcedony Dagger Studs",taxable
10099,"Chalcedony Dagger Studs",taxable
10102,"Diamond in the Rough Studs",taxable
10103,"Diamond in the Rough Studs",taxable
10104,"Door Knockers with Malachite",taxable
10105,"Door Knockers with Malachite",taxable
10106,"Door Knockers with Malachite",taxable
10107,"Door Knockers with Sunstone",taxable
10108,"Door Knockers with Sunstone",taxable
10109,"Door Knockers with Sunstone",taxable
10110,"Moss Agate Hex Studs",taxable
10111,"Moss Agate Hex Studs",taxable
10112,"Moss Agate Hex Studs",taxable
10113,"Rutilated Quartz Hex Studs",taxable
10114,"Rutilated Quartz Hex Studs",taxable
10115,"Rutilated Quartz Hex Studs",taxable
10116,"Turquoise Hex Studs",taxable
10117,"Turquoise Hex Studs",taxable
10118,"Turquoise Hex Studs",taxable
10119,"Huggie Hoops Large",taxable
10120,"Huggie Hoops Large",taxable
10121,"Huggie Hoops Large",taxable
10122,"Huggie Hoops Medium",taxable
10123,"Huggie Hoops Medium",taxable
10124,"Huggie Hoops Medium",taxable
10126,"Huggie Hoops Small",taxable
10127,"Huggie Hoops Small",taxable
10128,"Huggie Hoops Small",taxable
10130,"Mabe Pearl Studs",taxable
10131,"Mabe Pearl Studs",taxable
10132,"Mabe Pearl Studs",taxable
10135,"My Aura is Gold and Diamonds Studs",taxable
10136,"My Aura is Gold and Diamonds Studs",taxable
10137,"My Aura is Gold and Diamonds Studs",taxable
10138,"Stardust Dangle Jackets Long",taxable
10139,"Stardust Dangle Jackets Long",taxable
10140,"Stardust Dangle Jackets Long",taxable
10141,"Stardust Dangle Jackets Short",taxable
10142,"Stardust Dangle Jackets Short",taxable
10143,"Stardust Dangle Jackets Short",taxable
10144,"Linear Studs with Teal Sapphires",taxable
10145,"Linear Studs with Teal Sapphires",taxable
10146,"Linear Studs with Teal Sapphires",taxable
10147,"Trio Studs",taxable
10148,"Trio Studs",taxable
10149,"Trio Studs",taxable
10165,"Aura Ring",taxable
10166,"Aurelia Solitaire Ring",none
10167,"Aurelia Solitaire Ring",none
10168,"Aurelia Solitaire Ring",none
10169,"Aurelia Solitaire Ring",none
10170,"Aurelia Bezel Solitaire Ring",none
10199,"Dawn Ring",none
10200,"Dawn Ring",none
10201,"Dawn Ring",none
10202,"Dawn Ring",none
10216,"Gardenia Ring",none
10217,"Gardenia Ring",none
10218,"Gardenia Ring",none
10219,"Gardenia Ring",none
10220,"Gather Ring",none
10222,"Gather Ring",none
10223,"Gather Ring",none
10224,"Hague Ring",none
10225,"Hague Ring",none
10226,"Hague Ring",none
10227,"Hague Ring",none
10228,"June Ring",none
10229,"June Ring",none
10230,"June Ring",none
10231,"June Ring",none
10232,"Orpheus Ring",none
10233,"Orpheus Ring",none
10234,"Orpheus Ring",none
10235,"Orpheus Ring",none
10236,"Orpheus Ring",none
10237,"Orpheus Ring",none
10238,"Orpheus Ring",none
10239,"Orpheus Ring",none
10240,"Peacock Feather Ring",none
10241,"Peacock Feather Ring",none
10242,"Peacock Feather Ring",none
10243,"Peacock Feather Ring",none
10247,"Petal Ring",none
10248,"Rosalyn Ring",none
10249,"Rosalyn Ring",none
10250,"Rosalyn Ring",none
10251,"Rosalyn Ring",none
10252,"Signet Ring",none
10253,"Signet Ring",none
10254,"Signet Ring",none
10255,"Signet Ring",none
10256,"Space and Time Parallel Ring",none
10257,"Space and Time Parallel Ring",none
10258,"Space and Time Parallel Ring",none
10259,"Space and Time Parallel Ring",none
10260,"Space and Time Toi Et Moi Ring",none
10261,"Space and Time Toi Et Moi Ring",none
10262,"Space and Time Toi Et Moi Ring",none
10263,"Space and Time Toi Et Moi Ring",none
10264,"Spiral Staircase Ring",none
10265,"Spiral Staircase Ring",none
10266,"Spiral Staircase Ring",none
10267,"Spiral Staircase Ring",none
10268,"Syzygy Ring",none
10269,"Syzygy Ring",none
10270,"Syzygy Ring",none
10271,"Syzygy Ring",none
10272,"Wheat Ring",none
10273,"Wheat Ring",none
10274,"Wheat Ring",none
10275,"Wheat Ring",none
10276,"5 Stone Diamond Capsule Necklace",taxable
10277,"5 Stone Diamond Capsule Necklace",taxable
10278,"5 Stone Diamond Capsule Necklace",taxable
10279,"5 Stone Dusk Capsule Necklace",taxable
10280,"5 Stone Dusk Capsule Necklace",taxable
10281,"5 Stone Dusk Capsule Necklace",taxable
10283,"5 Stone Land and Sea Capsule Necklace",taxable
10284,"5 Stone Land and Sea Capsule Necklace",taxable
10285,"5 Stone Land and Sea Capsule Necklace",taxable
10286,"5 Stone Oceans Capsule Necklace",taxable
10287,"5 Stone Oceans Capsule Necklace",taxable
10288,"5 Stone Oceans Capsule Necklace",taxable
10289,"Rutilated Quartz Hex Necklace",taxable
10295,"My Aura is Gold and Diamonds with a Montana Sapphire Necklace",taxable
10297,"Single Diamond Capsule Necklace",taxable
10298,"Single Diamond Capsule Necklace",taxable
10299,"Single Diamond Capsule Necklace",taxable
10302,"Australis Crown Band",none
10303,"Australis Crown Band",none
10304,"Australis Crown Band",none
10305,"Australis Crown Band",none
10306,"Borealis Crown Band",none
10307,"Borealis Crown Band",none
10308,"Borealis Crown Band",none
10309,"Borealis Crown Band",none
10310,"Burnished Diamond Band",taxable
10311,"Burnished Diamond Band",taxable
10312,"Burnished Diamond Band",taxable
10313,"Burnished Diamond Band",taxable
10314,"Deep Chevron Diamond Band",none
10315,"Deep Chevron Diamond Band",none
10316,"Deep Chevron Diamond Band",none
10317,"Deep Chevron Diamond Band",none
10318,"Chevron Knife Edge Band",none
10319,"Chevron Knife Edge Band",none
10320,"Chevron Knife Edge Band",none
10321,"Chevron Knife Edge Band",none
10322,"Classic Band 2mm",taxable
10323,"Classic Band 2mm",taxable
10324,"Classic Band 2mm",taxable
10325,"Classic Band 2mm",taxable
10326,"Classic Band 2mm",taxable
10327,"Classic Band 3mm",taxable
10328,"Classic Band 3mm",taxable
10329,"Classic Band 3mm",taxable
10330,"Classic Band 3mm",taxable
10331,"Classic Band 4mm",taxable
10332,"Classic Band 4mm",taxable
10333,"Classic Band 4mm",taxable
10334,"Classic Band 4mm",taxable
10335,"Classic Band 5mm",taxable
10336,"Classic Band 5mm",taxable
10337,"Classic Band 5mm",taxable
10338,"Classic Band 5mm",taxable
10339,"Classic Band 6mm",taxable
10340,"Classic Band 6mm",taxable
10341,"Classic Band 6mm",taxable
10342,"Classic Band 6mm",taxable
10343,"Classic Scroll Hand Engraved Band 2mm",taxable
10344,"Classic Scroll Hand Engraved Band 2mm",taxable
10345,"Classic Scroll Hand Engraved Band 2mm",taxable
10346,"Classic Scroll Hand Engraved Band 2mm",taxable
10352,"Classic Scroll Hand Engraved Band 4mm",taxable
10353,"Classic Scroll Hand Engraved Band 4mm",taxable
10354,"Classic Scroll Hand Engraved Band 4mm",taxable
10355,"Comet Tail Band",none
10356,"Comet Tail Band",none
10357,"Comet Tail Band",none
10358,"Comet Tail Band",none
10359,"Crescent Crown Diamond Eternity Band",none
10360,"Crescent Crown Diamond Eternity Band",none
10361,"Crescent Crown Diamond Eternity Band",none
10362,"Crescent Crown Diamond Eternity Band",none
10363,"Crescent Crown Half Diamond Eternity Band",none
10364,"Crescent Crown Half Diamond Eternity Band",none
10365,"Crescent Crown Half Diamond Eternity Band",none
10366,"Crescent Crown Half Diamond Eternity Band",none
10367,"Cressida Band",none
10368,"Cressida Band",none
10369,"Cressida Band",none
10370,"Cressida Band",none
10371,"Daisy Band",taxable
10372,"Daisy Band",taxable
10373,"Daisy Band",taxable
10374,"Daisy Band",taxable
10375,"Diadem Band",none
10376,"Diadem Band",none
10377,"Diadem Band",none
10378,"Diadem Band",none
10379,"Diamond Eternity Band 1.3mm",none
10380,"Diamond Eternity Band 1.3mm",none
10381,"Diamond Eternity Band 1.3mm",none
10382,"Diamond Eternity Band 1.3mm",none
10383,"Twig Pave Diamond Band",none
10384,"Twig Pave Diamond Band",none
10385,"Twig Pave Diamond Band",none
10386,"Twig Pave Diamond Band",none
10387,"Twist Band",taxable
10388,"Twist Band",taxable
10389,"Twist Band",taxable
10390,"Twist Band",taxable
10391,"Violet Band",taxable
10392,"Violet Band",taxable
10393,"Violet Band",taxable
10394,"Violet Band",taxable
10397,"Diamond Eternity Band 1.8mm",none
10398,"Diamond Eternity Band 1.8mm",none
10399,"Diamond Eternity Band 1.8mm",none
10400,"Diamond Eternity Band 1.8mm",none
10401,"Diamond Eternity Band 2.2mm",taxable
10402,"Diamond Eternity Band 2.2mm",taxable
10403,"Diamond Eternity Band 2.2mm",taxable
10404,"Diamond Eternity Band 2.2mm",taxable
10405,"Diamond Eternity Band 2.8mm",none
10406,"Diamond Eternity Band 2.8mm",none
10407,"Diamond Eternity Band 2.8mm",none
10408,"Diamond Eternity Band 2.8mm",none
10409,"Diamond Eternity Band 3.2mm",none
10410,"Diamond Eternity Band 3.2mm",none
10411,"Diamond Eternity Band 3.2mm",none
10412,"Diamond Eternity Band 3.2mm",none
10413,"Diamond Eternity Band 3.8mm",none
10414,"Diamond Eternity Band 3.8mm",none
10415,"Diamond Eternity Band 3.8mm",none
10416,"Diamond Eternity Band 3.8mm",none
10417,"Driftwood Diamond Band",none
10418,"Driftwood Diamond Band",none
10419,"Driftwood Diamond Band",none
10420,"Driftwood Diamond Band",none
10421,"Milgrained Bezel Diamond Eternity Band",none
10422,"Milgrained Bezel Diamond Eternity Band",none
10423,"Milgrained Bezel Diamond Eternity Band",none
10424,"Milgrained Bezel Diamond Eternity Band",none
10425,"Moon Band",taxable
10426,"Moon Band",taxable
10427,"Moon Band",taxable
10428,"Moon Band",taxable
10429,"Neptune Band",none
10430,"Neptune Band",none
10431,"Neptune Band",none
10432,"Neptune Band",none
10433,"Oceans Band",none
10434,"Oceans Band",none
10435,"Oceans Band",none
10436,"Oceans Band",none
10451,"Orion Band",taxable
10452,"Orion Band",taxable
10453,"Orion Band",taxable
10454,"Orion Band",taxable
10465,"Palm Band",taxable
10466,"Palm Band",taxable
10467,"Palm Band",taxable
10468,"Palm Band",taxable
10469,"Plumeria Band",taxable
10470,"Plumeria Band",taxable
10471,"Plumeria Band",taxable
10472,"Plumeria Band",taxable
10473,"Space and Time Parallel Eternity Band",taxable
10474,"Space and Time Parallel Eternity Band",taxable
10475,"Space and Time Parallel Eternity Band",taxable
10476,"Space and Time Parallel Eternity Band",taxable
10477,"Space and Time Single Full Eternity Band",none
10478,"Space and Time Single Full Eternity Band",none
10479,"Space and Time Single Full Eternity Band",none
10480,"Space and Time Single Full Eternity Band",none
10481,"Space and Time Single Half Eternity Band",none
10482,"Space and Time Single Half Eternity Band",none
10483,"Space and Time Single Half Eternity Band",none
10484,"Space and Time Single Half Eternity Band",none
10485,"Standard Band 1.5mm",taxable
10486,"Standard Band 1.5mm",taxable
10487,"Standard Band 1.5mm",taxable
10488,"Standard Band 1.5mm",taxable
10489,"Twig Scattered Diamond Band",none
10490,"Twig Scattered Diamond Band",none
10491,"Twig Scattered Diamond Band",none
10492,"Twig Scattered Diamond Band",none
10494,"Wheat Band 2mm",none
10495,"Wheat Band 2mm",none
10496,"Wheat Band 2mm",none
10497,"Wheat Band 2mm",none
10498,"Wheat Band 3mm",taxable
10499,"Wheat Band 3mm",taxable
10500,"Wheat Band 3mm",taxable
10501,"Wheat Band 3mm",taxable
10502,"Wheat Band 4mm",taxable
10503,"Wheat Band 4mm",taxable
10504,"Wheat Band 4mm",taxable
10505,"Wheat Band 4mm",taxable
10506,"Wheat Band 5mm",none
10507,"Wheat Band 5mm",none
10508,"Wheat Band 5mm",none
10509,"Wheat Band 5mm",none
10510,"Wheat Band 6mm",none
10511,"Wheat Band 6mm",none
10512,"Wheat Band 6mm",none
10513,"Wheat Band 6mm",none
10514,"Wheat Burnished Diamond Band",none
10515,"Wheat Burnished Diamond Band",none
10516,"Wheat Burnished Diamond Band",none
10517,"Wheat Burnished Diamond Band",none
10518,"Wheat Pave Diamond Band",taxable
10519,"Wheat Pave Diamond Band",taxable
10520,"Wheat Pave Diamond Band",taxable
10521,"Wheat Pave Diamond Band",taxable
10522,"Triton Band",taxable
10523,"Triton Band",taxable
10524,"Triton Band",taxable
10525,"Triton Band",taxable
10530,"Sunshine Band",taxable
10531,"Sunshine Band",taxable
10532,"Sunshine Band",taxable
10533,"Sunshine Band",taxable
10534,"Standard Hammered Rustic Band 6mm",taxable
10535,"Standard Hammered Rustic Band 6mm",taxable
10536,"Standard Hammered Rustic Band 6mm",taxable
10537,"Standard Hammered Rustic Band 6mm",taxable
10538,"Standard Hammered Rustic Band 5mm",taxable
10539,"Standard Hammered Rustic Band 5mm",taxable
10540,"Standard Hammered Rustic Band 5mm",taxable
10541,"Standard Hammered Rustic Band 5mm",taxable
10549,"Standard Hammered Band 6mm",taxable
10550,"Standard Hammered Band 6mm",taxable
10551,"Standard Hammered Band 6mm",taxable
10552,"Standard Hammered Band 6mm",taxable
10553,"Standard 3-Sided Leaf Hand Engraved Band 2mm",taxable
10554,"Standard 3-Sided Leaf Hand Engraved Band 2mm",taxable
10555,"Standard 3-Sided Leaf Hand Engraved Band 2mm",taxable
10556,"Standard 3-Sided Leaf Hand Engraved Band 2mm",taxable
10565,"Standard Hammered Band 5mm",taxable
10566,"Standard Hammered Band 5mm",taxable
10567,"Standard Hammered Band 5mm",taxable
10568,"Standard Hammered Band 5mm",taxable
10577,"Standard Hammered Band 2mm",taxable
10578,"Standard Hammered Band 2mm",taxable
10579,"Standard Hammered Band 2mm",taxable
10580,"Standard Hammered Band 2mm",taxable
10581,"Standard Hammered Band 1.5mm",taxable
10582,"Standard Hammered Band 1.5mm",taxable
10583,"Standard Hammered Band 1.5mm",taxable
10584,"Standard Hammered Band 1.5mm",taxable
10585,"Standard Band 6mm",taxable
10586,"Standard Band 6mm",taxable
10587,"Standard Band 6mm",taxable
10588,"Standard Band 6mm",taxable
10589,"Standard with Diamonds Band 5mm",taxable
10590,"Standard with Diamonds Band 5mm",taxable
10591,"Standard with Diamonds Band 5mm",taxable
10592,"Standard with Diamonds Band 5mm",taxable
10593,"Standard Band 5mm",taxable
10594,"Standard Band 5mm",taxable
10595,"Standard Band 5mm",taxable
10596,"Standard Band 5mm",taxable
10597,"Standard Band 4mm",taxable
10598,"Standard Band 4mm",taxable
10599,"Standard Band 4mm",taxable
10600,"Standard Band 4mm",taxable
11488,"Geo Deco Fan Ring",taxable
11492,"Custom Diamond and Sapphire Ring",taxable
11493,"Custom Star Wars Inspired Engagement Ring",taxable
11494,"Custom Celtic and Feather Engagement Ring",taxable
11495,"Custom Rutiliated Quartz Engagement Ring",taxable
11496,"Vintage Inspired Octagon Halo Ring with Blue Sapphire",taxable
11497,"Custom Diamond Cluster Ring",taxable
11498,"Custom Curved Gemstone Twig Ring",taxable
11499,"Custom Elongated Hexagonal Diamond Ring with Sapphires",taxable
11500,"Custom Honeycomb and Twig Wedding Band",taxable
11501,"Oval Shape Halo Ring",taxable
11502,"Custom Peruzzi Engagement Ring",taxable
11503,"Custom Cushion Moissanite Ring",taxable
11504,"Custom Orbit Ring",taxable
11505,"Custom Signet Filigree Ring",taxable
11506,"Custom Oval Diamond and Kite Shape Sapphire Ring",taxable
11507,"Custom Poppy Flower Ring Jacket",taxable
11508,"Custom Pear Shaped Peach Sapphire Halo Ring with Organic Wheat Band",taxable
11509,"Custom Vintage Marquise Diamond Engagement Ring",taxable
11510,"Custom Chevron Engagement Set",taxable
11511,"Custom Pear Shape Sapphire and Diamond Halo Ring",taxable
11512,"East West Marquise Solitaire",taxable
11513,"Star Wars Inspired Three Stone Wedding Band",taxable
11514,"Star Wars Inspired Three Stone Wedding Band",taxable
11515,"Custom Two Toned Wedding Band",taxable
11516,"Custom Opal Peacock ring",taxable
11517,"Custom Oval Diamond and Kite Shaped Sapphire Ring",taxable
11518,"Custom Pear Shaped Diamond Halo Ring",taxable
11519,"Custom Hand Engraved Solitaire Engagement ring",taxable
11520,"Custom Filigree Two Toned Ring",taxable
11521,"Custom Curved Wedding Band",taxable
11522,"Custom Scallop Halo Opal Ring",taxable
11523,"Custom Ocean Wave Band",taxable
11524,"Wide Ocean Wave Band",taxable
11525,"Custom Two Toned Engagement Ring with Bullet Sides",taxable
11526,"Custom Split Shank Engagement Ring",taxable
11527,"Custom Chevron Opal Ring",taxable
11528,"Custom Hand Engraved Sapphire Engagement Ring",taxable
11529,"Custom Five Stone Twig Ring",taxable
11530,"Custom Moon and Stars Rupi Sapphire Ring",taxable
11531,"Custom Matching Hand Engraved Bands",taxable
11532,"Custom Vintage Inspired Cluster Engagement Ring",taxable
11533,"Custom Filigree Ring",taxable
11534,"Custom Colombian Emerald Earrings",taxable
11535,"Round Wheat Band with Milgrain Border",taxable
11536,"Custom Sunstone Cluster Ring",taxable
11537,"Custom Diamond Cluster Engagement Ring",taxable
11538,"Custom Filigree Engagement Solitaire Ring",taxable
11539,"Entwined Sapphire and Moonstone Engagement Ring",taxable
11540,"Custom Double Triangle Engagement Ring",taxable
11541,"Norwegian Rosemaling Inspired Ring",taxable
11542,"Custom Morse Code Wedding Band",taxable
11543,"Custom Ornate Engagement Ring with Flower Details",taxable
11544,"Branch and Leaf Inspired Engagement Ring",taxable
11545,"Custom Split Solitaire Engagement Ring",taxable
11546,"Two Toned Sapphire Wedding Band",taxable
11547,"Twig Style Engagement Set",taxable
11548,"Custom Opal Shield Ring",taxable
11549,"Custom Pyramid Stud Band",taxable
11550,"Marquise Filigree Swirl Ring",taxable
11551,"Custom Sapphire and Diamond Branch Ring",taxable
11552,"Platinum Solitaire Bezel Ring",taxable
11553,"Custom Scallop Style Wedding Band",taxable
11554,"Custom June Ring With Split Band",taxable
11555,"Custom Old Mine Cut Diamond Solitaire",taxable
11556,"Custom Crown Style Wedding Band",taxable
11557,"Wide Sapphire And Diamond Filigree Ring",taxable
11558,"Custom Radiant Cut With Diamond Cluster Side Stones",taxable
11559,"Custom Bouquet Ring",taxable
11560,"Montana Sapphire With Diamond Cluster Side Stones",taxable
11561,"Custom Marquise Diamond Shield Ring",taxable
11562,"Custom Pave Contour Band",taxable
11563,"Custom Contour Bezel Diamond Band",taxable
11564,"Open Diamond Band",taxable
11565,"Custom Aquamarine Shield Halo Ring",taxable
11566,"Sapphire and Opal Triple Halo Ring",taxable
11567,"Asymmetrical Twist Ring",taxable
11568,"Customized Bloom Ring",taxable
11569,"Custom Dome Style Engagement Ring",taxable
11570,"Custom Sunset Pendant with Tycoon Diamond Center",taxable
11571,"Custom Diamond and Sapphire Eureka Ring",taxable
11572,"Diamond Ribbon Twist Band",taxable
11573,"Custom Sapphire Celtic Knot Band",taxable
11574,"Custom Sapphire and Two-Tone Gold Palm Ring",taxable
11575,"Open-water Sapphire Ring",taxable
11576,"Twisting Vine-Inspired Custom Ring",taxable
11577,"Two Stone Diamond and Sapphire Ring",taxable
11578,"Custom Sapphire Crossover Ring",taxable
11579,"GeoCut Leaf and Twig Ring",taxable
11580,"Moissanite and Sapphire Bypass Ring",taxable
11581,"Custom Two Stone Wave Ring",taxable
11582,"Custom White Gold and Sapphire Ring with Parti-Colored Montana Sapphire",taxable
11583,"Custom Two Stone Sapphire Twist Ring With a Bezel Set Diamond",taxable
11584,"Custom Sapphire and Graduating Diamond Baguette Ring",taxable
11585,"Scattered Diamond and Sapphire Contour Band",taxable
11586,"Organic Three Stone Band",taxable
11587,"Amethyst and Diamond Cluster Necklace",taxable
11588,"Custom Sapphire Hand Engraved Ring",taxable
11589,"Custom Sapphire and Leaf-Inspired Engagement Ring",taxable
11590,"Diamond Baguette and Hidden Halo Ring",taxable
11591,"Custom Sapphire and Diamond Bezel Ring",taxable
11592,"Custom Faceted Sapphire Ring",taxable
11593,"Custom Diamond Leaves Ring",taxable
11594,"6.29ct Australian Opal Ring With Hidden Diamond Halo",taxable
11595,"Sapphire Wave Ring",taxable
11596,"Burnished Sapphire And Diamond Band",taxable
11597,"Custom Opal Cloud And Wheat Ring",taxable
11598,"Custom Diamond Hammered Band",taxable
11599,"Blooming Sapphire And Diamond Twist Ring",taxable
11600,"Custom Colorful Contour Band",taxable
11601,"Custom Floral Morganite Ring",taxable
11602,"Double Deep Chevron Diamond Ring",taxable
11603,"Custom Aura Halo And Driftwood Ring",taxable
11604,"Custom Hand Engraved Hague Ring",taxable
11605,"Vintage Inspired Leaf Engagement Ring",taxable
11606,"Custom Three Stone Sapphire Ring With Kite Diamonds",taxable
11607,"Custom Three Stone Engagement Ring With Triangle Diamond Side Stones",taxable
11608,"Fish Eagle Wave Pendant",taxable
11609,"Custom Trillion Sunburst Ring",taxable
11610,"Geo Deco Fan Ring",taxable
11611,"Double Band Two-Stone Engagement Ring",taxable
11612,"Sapphire Halo Constellation Ring",taxable
11739,"Angled Halo Ring",none
11740,"Angled Halo Ring",none
11741,"Angled Halo Ring",none
11742,"Angled Halo Ring",none
11743,"Angled Halo Ring",none
11744,"Apollo Ring",none
11745,"Apollo Ring",none
11746,"Apollo Ring",none
11747,"Apollo Ring",none
11748,"Artemis Ring",none
11749,"Artemis Ring",none
11750,"Artemis Ring",none
11751,"Artemis Ring",none
11752,"Aura Ring",none
11753,"Aura Ring",none
11755,"Aura Ring",none
11756,"Aura Ring",none
11758,"Aurelia Bezel Solitaire Ring",none
11759,"Aurelia Bezel Solitaire Ring",none
11760,"Aurelia Bezel Solitaire Ring",none
11765,"Aurelia Three Stone with Diamonds Ring",none
11766,"Aurelia Three Stone with Diamonds Ring",none
11767,"Aurelia Three Stone with Diamonds Ring",none
11768,"Aurelia Three Stone with Diamonds Ring",none
11769,"Aurelia Three Stone with Sapphires Ring",none
11770,"Aurelia Three Stone with Sapphires Ring",none
11771,"Aurelia Three Stone with Sapphires Ring",none
11772,"Aurelia Three Stone with Sapphires Ring",none
11780,"Bloom Ring",none
11781,"Bloom Ring",none
11782,"Bloom Ring",none
11783,"Bloom Ring",none
11788,"Bow Ring",none
11789,"Bow Ring",none
11790,"Bow Ring",none
11791,"Bow Ring",none
11796,"Buttercup Ring",none
11797,"Buttercup Ring",none
11798,"Buttercup Ring",none
